"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.291791,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.980328,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.925412,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.656331,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.598457,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.399457,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.09563785,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.217891,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.141671,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.061901,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.065443,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.02175963,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.8194343,,
"ITA","Italy","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.636762,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.701679,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.563597,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.030969,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.2635,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.565175,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.134022,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,6.873836,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.938485,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.881634,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.905823,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.431423,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.188013,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.804841,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.796174,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.49345,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.870983,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.483341,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.3522974,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.688975,,
"ITA","Italy","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.51286,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",70.97832,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",72.70284,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",74.63225,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",76.24294,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",77.9333,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",80.17005,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.49217,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",84.93951,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.84615,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",88.24055,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",89.37316,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",90.63667,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",92.19044,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.39133,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.27351,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.86082,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.28778,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.08105,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.59943,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.98429,,
"ITA","Italy","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.4583,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.54111,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",69.2074,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",70.62138,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",72.00208,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",73.19981,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",75.05739,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",77.14787,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",79.0498,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",81.16246,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82.9535,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",84.60037,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.36923,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.94956,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.89397,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",91.59818,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",92.99553,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.5814,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.48837,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.68993,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.93023,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.96899,,
"ITA","Italy","CPALTT01","CPI: 01-12 - All items","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.875,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,6.150696,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.95,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,-0.1443001,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.035645,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,0.9058403,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.559178,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.109483,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.641916,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.161828,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.166342,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.04772619,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.739427,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.86289,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.403468,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.830437,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.1639643,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.478932,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.529895,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.364329,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.116261,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.091585,,
"ITA","Italy","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.1929851,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.247377,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,-0.5494949,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,-1.41383,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,10.99481,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.009802,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.855715,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.828912,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.1203284,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.207848,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.721678,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.393355,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,10.89969,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-5.009532,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.761623,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.886721,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,12.52511,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.31841,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.524229,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-2.718651,,
"ITA","Italy","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.766667,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.249597,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.377498,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,0.6047754,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.5386837,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.292437,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.052173,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.437117,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.733189,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.9401951,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.001471,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.102482,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.7749811,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.6465224,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.6085604,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.3066929,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4320372,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.37227,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.4697931,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.2050861,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.5582317,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",63.07685,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",64.12444,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",64.92524,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",66.39085,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",69.10551,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",70.14303,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",71.5331,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",73.37644,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",75.69322,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",79.04752,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",81.43481,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",83.20765,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",87.58435,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",85.65538,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.20609,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",94.72941,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.8549,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.0592,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",102.758,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.98513,,
"ITA","Italy","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.59167,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",81.8863,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",82.90955,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",84.05163,,
"ITA","Italy","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",84.55995,,
