"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.4,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,9,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,4.6,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.3,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,5.4,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.5,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.9,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.9,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.5,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,4,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.4,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.9,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.7,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.3,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.1,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.9,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.7,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.1,,
"ITA","Italy","CPHP0404","HICP: 04.4 - HICP Water supply and miscellaneous services relating to the dwelling","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.8,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","1995","1995","_1000","Per thousand","0","Units",,,98.62,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","1996","1996","_1000","Per thousand","0","Units",,,98.62,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,98.62,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,99.812,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,104.469,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,103.89,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,106.013,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,102.449,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,99.07,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,100.65,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,98.914,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,86.665,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,85.856,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,87.035,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,86.641,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,80.61,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,79.37,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,80.405,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,79.214,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,76.036,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,71.798,,
"ITA","Italy","PWCP0500","CPI weights: 05 - Furnishings, household equipment and routine household maintenance","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,72.371,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.8,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.9,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.3,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.7,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,6,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.1,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.4,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.4,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,2,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,5,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.7,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.7,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.3,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.1,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.1,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.1,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.8,,
"ITA","Italy","CPHP0400","HICP: 04 - Housing, water, electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.6,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",70,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.9,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",70.6,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",71.2,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",72.3,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",75.2,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",77.9,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",80.4,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",82,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",83.4,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",85.9,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.5,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",92,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",92.1,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",94.4,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.9,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.9,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"ITA","Italy","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.2,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.5,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.3,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,-2.8,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.3,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,12.5,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.8,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.5,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.1,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.7,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.4,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.6,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,0.5,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,9.4,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-12.9,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,11.6,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.1,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,15.4,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.8,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-2.4,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-11.2,,
"ITA","Italy","CPHP0702","HICP: 07.2.2 - CPI Fuels and lubricants for personal transport equipment","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.3,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.8,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.2,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,-0.5,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,-1.4,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,11,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,4,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.9,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.8,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.1,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.2,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.6,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.4,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,10.9,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-5,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.7,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.9,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,12.5,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.3,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.5,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-2.7,,
"ITA","Italy","CPHP0405","HICP: 04.5 - HICP Electricity, gas and other fuels","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.8,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.7,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,0.6,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,0.7,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,-1.8,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,-3.5,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,-2.2,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,-1.4,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,-1.7,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,-6.4,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,-4.5,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,-3.2,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,-8.4,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-4.2,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.3,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-1.2,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.5,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.1,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-7.2,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.1,,
"ITA","Italy","CPHP0800","HICP: 08 - Communication","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.3,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",65.85699,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",68.5,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.8,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",71.2,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",72.3,,
"ITA","Italy","CPHPTT01","HICP: All items","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",74.2,,
